"Latitude (decimal degrees):	51.790",,,,,Effiency,0.18,,,Date,EPV (kW),G_i (kW/m)
20150628:0756,6.15,34.48,34.56,14.52,4.75,0,,,,,
20150628:0856,24.87,101.44,43.61,15.47,5.5,0,,,,,
20150628:0956,43.07,163.06,51.84,16.41,6.25,0,,,,,
20150628:1056,74.83,269.77,58.27,17.12,6.08,0,,,,,
20150628:1156,129.14,454.74,61.39,17.82,5.92,0,,,,,
20150628:1256,83.13,299.72,60.07,18.53,5.75,0,,,,,
20150628:1356,80.31,290.7,54.83,19.03,5.9,0,,,,,
20150628:1456,63.01,232.69,47.2,19.54,6.06,0,,,,,
20150628:1556,117.82,418.58,38.41,20.04,6.21,0,,,,,
20150628:1656,17.39,76.96,29.18,19.73,5.8,0,,,,,
20150628:1756,45.78,185.31,19.98,19.43,5.39,0,,,,,
20150628:1856,7.4,42.59,11.18,19.12,4.98,0,,,,,
20150628:1956,0.81,11.04,3.09,17.89,4.61,0,,,,,
20150628:2056,0,0,0,16.66,4.23,0,,,,,
20150628:2156,0,0,0,15.42,3.86,0,,,,,
20150628:2256,0,0,0,14.84,3.72,0,,,,,
20150628:2356,0,0,0,14.25,3.59,0,,,,,
20150629:0056,0,0,0,13.66,3.45,0,,,,,
20150629:0156,0,0,0,13.08,3.2,0,,,,,
20150629:0256,0,0,0,12.49,2.94,0,,,,,
20150629:0356,0,0,0,11.91,2.69,0,,,,,
20150629:0456,8.45,42.93,7.62,12.24,2.69,0,,,,,
20150629:0556,37.14,159.25,16.16,12.57,2.69,0,,,,,
20150629:0656,83.2,300.29,25.23,12.9,2.69,0,,,,,
20150629:0756,124.05,434.11,34.49,14.3,2.73,0,,,,,
20150629:0856,171.57,602.39,43.54,15.71,2.76,0,,,,,
20150629:0956,114.89,409.02,51.78,17.11,2.8,0,,,,,
20150629:1056,166.33,593.75,58.21,18.04,2.8,0,,,,,
20150629:1156,245.72,896.86,61.34,18.96,2.8,0,,,,,
20150629:1256,219,796.71,60.03,19.89,2.8,0,,,,,
20150629:1356,245.06,897.68,54.81,20.51,2.72,0,,,,,
20150629:1456,209.83,761.36,47.19,21.13,2.64,0,,,,,
20150629:1556,162.05,586.49,38.4,21.75,2.57,0,,,,,
20150629:1656,103.78,388.59,29.17,21.59,2.35,0,,,,,
20150629:1756,43.7,197.56,19.98,21.43,2.13,0,,,,,
20150629:1856,7.33,42.64,11.17,21.26,1.92,0,,,,,
20150629:1956,1.77,16.16,3.07,19.64,2.08,0,,,,,
20150629:2056,0,0,0,18.02,2.25,0,,,,,
20150629:2156,0,0,0,16.4,2.41,0,,,,,
20150629:2256,0,0,0,15.56,2.31,0,,,,,
20150629:2356,0,0,0,14.72,2.21,0,,,,,
20150630:0056,0,0,0,13.88,2.11,0,,,,,
20150630:0156,0,0,0,13.2,1.95,0,,,,,
20150630:0256,0,0,0,12.53,1.79,0,,,,,
20150630:0356,0,0,0,11.85,1.63,0,,,,,
20150630:0456,7.64,39.99,7.54,12.67,1.36,0,,,,,
20150630:0556,35.29,163.68,16.09,13.5,1.09,0,,,,,
20150630:0656,95.5,353.15,25.16,14.32,0.83,0,,,,,
20150630:0756,155.58,553.62,34.42,16.31,1.59,0,,,,,
20150630:0856,205.32,735.66,43.47,18.3,2.34,0,,,,,
20150630:0956,242.47,881.57,51.71,20.29,3.1,0,,,,,
20150630:1056,265.4,981.21,58.14,21.61,3.2,0,,,,,
20150630:1156,272.7,1018.22,61.28,22.93,3.3,0,,,,,
20150630:1256,265.31,992.85,59.99,24.25,3.39,0,,,,,
20150630:1356,242.29,899.25,54.79,24.82,3.43,0,,,,,
20150630:1456,207.54,762.82,47.18,25.4,3.47,0,,,,,
20150630:1556,160.2,587.75,38.39,25.97,3.5,0,,,,,
20150630:1656,103.25,391.69,29.16,25.63,3.66,0,,,,,
20150630:1756,43.42,199.19,19.96,25.3,3.82,0,,,,,
20150630:1856,14.76,69.64,11.15,24.96,3.97,0,,,,,
20150630:1956,1.57,15.35,3.05,23.5,3.89,0,,,,,
20150630:2056,0,0,0,22.04,3.82,0,,,,,
20150630:2156,0,0,0,20.58,3.74,0,,,,,
20150630:2256,0,0,0,20.28,3.86,0,,,,,
20150630:2356,0,0,0,19.97,3.99,0,,,,,
20150701:0056,0,0,0,19.67,4.11,0,,,,,
20150701:0156,0,0,0,19.59,4.08,0,,,,,
20150701:0256,0,0,0,19.52,4.06,0,,,,,
20150701:0356,0,0,0,19.44,4.03,0,,,,,
20150701:0456,7.18,39.28,7.47,19.89,4.34,0,,,,,
20150701:0556,33.56,160.41,16.01,20.33,4.64,0,,,,,
20150701:0656,92.78,347.5,25.08,20.78,4.95,0,,,,,
20150701:0756,152.37,544.77,34.34,22.4,5.17,0,,,,,
20150701:0856,201.38,722.87,43.39,24.01,5.39,0,,,,,
20150701:0956,50.55,195.88,51.63,25.63,5.61,0,,,,,
20150701:1056,167.48,614.36,58.06,26.66,5.03,0,,,,,
20150701:1156,175.03,648.46,61.21,27.7,4.44,0,,,,,
20150701:1256,257.09,976.31,59.94,28.73,3.85,0,,,,,
20150701:1356,237.6,892.11,54.75,29.01,4.27,0,,,,,
20150701:1456,203.84,755.79,47.15,29.29,4.69,0,,,,,
20150701:1556,151.59,561.02,38.37,29.57,5.1,0,,,,,
20150701:1656,86.8,331.83,29.14,28.78,5.22,0,,,,,
20150701:1756,11.24,56.52,19.95,27.99,5.33,0,,,,,
20150701:1856,0,5.34,11.13,27.2,5.45,0,,,,,
20150701:1956,1.6,15.64,3.03,25.54,5.01,0,,,,,
20150701:2056,0,0,0,23.89,4.57,0,,,,,
20150701:2156,0,0,0,22.23,4.12,0,,,,,
20150701:2256,0,0,0,20.94,3.91,0,,,,,
20150701:2356,0,0,0,19.65,3.69,0,,,,,
20150702:0056,0,0,0,18.35,3.48,0,,,,,
20150702:0156,0,0,0,17.75,3.43,0,,,,,
20150702:0256,0,0,0,17.14,3.37,0,,,,,
20150702:0356,0,0,0,16.53,3.32,0,,,,,
20150702:0456,8.58,44.16,7.38,16.65,3.29,0,,,,,
20150702:0556,19.65,84.4,15.93,16.77,3.25,0,,,,,
20150702:0656,69.48,256.32,25,16.9,3.21,0,,,,,
20150702:0756,0,0,0,17.39,2.4,0,,,,,
20150702:0856,48.29,183.16,43.31,17.89,1.58,0,,,,,
20150702:0956,37.56,147.13,51.55,18.38,0.76,0,,,,,
20150702:1056,32.81,130.28,57.98,17.76,1.15,0,,,,,
20150702:1156,143.13,513.67,61.14,17.13,1.55,0,,,,,
20150702:1256,64.38,236.43,59.89,16.51,1.94,0,,,,,
20150702:1356,193.62,690.07,54.71,18.16,3.17,0,,,,,
20150702:1456,27.41,112.17,47.12,19.81,4.4,0,,,,,
20150702:1556,71.88,264.9,38.35,21.46,5.63,0,,,,,
20150702:1656,107.41,395.88,29.12,20.66,4.76,0,,,,,
20150702:1756,45.11,201.27,19.92,19.86,3.89,0,,,,,
20150702:1856,7.39,42.64,11.1,19.06,3.02,0,,,,,
20150702:1956,1.77,16.06,2.99,17.87,2.59,0,,,,,
20150702:2056,0,0,0,16.68,2.17,0,,,,,
20150702:2156,0,0,0,15.49,1.74,0,,,,,
20150702:2256,0,0,0,14.48,1.78,0,,,,,
20150702:2356,0,0,0,13.47,1.83,0,,,,,
20150703:0056,0,0,0,12.46,1.88,0,,,,,
20150703:0156,0,0,0,11.65,1.76,0,,,,,
20150703:0256,0,0,0,10.84,1.64,0,,,,,
20150703:0356,0,0,0,10.03,1.52,0,,,,,
20150703:0456,7.65,39.75,7.3,10.9,1.5,0,,,,,
20150703:0556,35.8,165.52,15.84,11.77,1.49,0,,,,,
20150703:0656,98.65,360.62,24.92,12.64,1.48,0,,,,,
20150703:0756,159.88,563.07,34.18,14.72,1.96,0,,,,,
20150703:0856,191.71,680.39,43.22,16.79,2.44,0,,,,,
20150703:0956,247.72,898.15,51.46,18.87,2.92,0,,,,,
20150703:1056,269.52,993.86,57.89,20.23,3,0,,,,,
20150703:1156,263.53,977.88,61.06,21.58,3.08,0,,,,,
20150703:1256,254.12,945.08,59.82,22.94,3.16,0,,,,,
20150703:1356,224.32,822.75,54.66,23.53,3.62,0,,,,,
20150703:1456,140.79,511.68,47.09,24.12,4.08,0,,,,,
20150703:1556,162.13,587.46,38.32,24.7,4.54,0,,,,,
20150703:1656,96.87,362.88,29.09,24.25,4.71,0,,,,,
20150703:1756,25.35,107.04,19.89,23.79,4.89,0,,,,,
20150703:1856,11.9,58.02,11.07,23.33,5.06,0,,,,,
20150703:1956,1.42,14.55,2.95,22.16,5.26,0,,,,,
20150703:2056,0,0,0,20.99,5.45,0,,,,,
20150703:2156,0,0,0,19.82,5.64,0,,,,,
20150703:2256,0,0,0,19.29,5.15,0,,,,,
20150703:2356,0,0,0,18.76,4.67,0,,,,,
20150704:0056,0,0,0,18.23,4.18,0,,,,,
20150704:0156,0,0,0,18.22,4.01,0,,,,,
20150704:0256,0,0,0,18.2,3.85,0,,,,,
20150704:0356,0,0,0,18.19,3.68,0,,,,,
20150704:0456,6.79,37.48,7.21,18.29,4.3,0,,,,,
20150704:0556,33.63,154.01,15.75,18.39,4.92,0,,,,,
20150704:0656,93.39,345.96,24.83,18.5,5.54,0,,,,,
20150704:0756,140.58,494.95,34.09,19.22,5.89,0,,,,,
20150704:0856,143.02,504.11,43.13,19.93,6.23,0,,,,,
20150704:0956,82.03,298.23,51.37,20.65,6.57,0,,,,,
20150704:1056,231.1,826.8,57.8,21.49,5.97,0,,,,,
20150704:1156,222.64,803.2,60.98,22.34,5.38,0,,,,,
20150704:1256,273.52,1004.32,59.75,23.18,4.79,0,,,,,
20150704:1356,231.01,837.86,54.61,23.2,4.86,0,,,,,
20150704:1456,155.36,559.08,47.05,23.22,4.94,0,,,,,
20150704:1556,87.23,320.3,38.28,23.23,5.02,0,,,,,
20150704:1656,32.57,131.39,29.06,22.51,4.74,0,,,,,
20150704:1756,39.9,160.49,19.86,21.78,4.47,0,,,,,
20150704:1856,6.83,38.07,11.03,21.06,4.19,0,,,,,
20150704:1956,0.78,10.95,2.9,19.65,3.59,0,,,,,
20150704:2056,0,0,0,18.23,2.99,0,,,,,
20150704:2156,0,0,0,16.82,2.39,0,,,,,
20150704:2256,0,0,0,15.78,2.13,0,,,,,
20150704:2356,0,0,0,14.74,1.87,0,,,,,
20150705:0056,0,0,0,13.69,1.61,0,,,,,
20150705:0156,0,0,0,12.96,1.61,0,,,,,
20150705:0256,0,0,0,12.23,1.6,0,,,,,
20150705:0356,0,0,0,11.5,1.6,0,,,,,
20150705:0456,1.6,14.93,7.11,12.16,1.67,0,,,,,
20150705:0556,2.13,17.48,15.66,12.81,1.75,0,,,,,
20150705:0656,21.2,88.42,24.73,13.47,1.82,0,,,,,
20150705:0756,46.49,174.55,33.99,15.01,2.13,0,,,,,
20150705:0856,46.73,176.41,43.04,16.55,2.45,0,,,,,
20150705:0956,154.19,549.37,51.27,18.09,2.76,0,,,,,
20150705:1056,249.59,909.52,57.7,18.57,2.78,0,,,,,
20150705:1156,127.91,459.47,60.88,19.05,2.8,0,,,,,
20150705:1256,44.62,171.36,59.67,19.53,2.83,0,,,,,
20150705:1356,51.66,194.81,54.55,19.2,3.62,0,,,,,
20150705:1456,33.56,132.8,47,18.87,4.41,0,,,,,
20150705:1556,50.4,189.45,38.24,18.54,5.2,0,,,,,
20150705:1656,64.89,238.71,29.02,18.1,4.96,0,,,,,
20150705:1756,34.58,137.06,19.82,17.66,4.71,0,,,,,
20150705:1856,7.37,42.06,10.98,17.22,4.47,0,,,,,
20150705:1956,1.6,15.16,2.85,16.26,4.52,0,,,,,
20150705:2056,0,0,0,15.3,4.58,0,,,,,
20150705:2156,0,0,0,14.34,4.63,0,,,,,
20150705:2256,0,0,0,13.71,4.34,0,,,,,
20150705:2356,0,0,0,13.08,4.06,0,,,,,
20150706:0056,0,0,0,12.45,3.77,0,,,,,
20150706:0156,0,0,0,11.94,3.39,0,,,,,
20150706:0256,0,0,0,11.42,3.01,0,,,,,
20150706:0356,0,0,0,10.9,2.63,0,,,,,
20150706:0456,7.16,37.95,7.01,11.36,2.79,0,,,,,
20150706:0556,34.17,159.11,15.56,11.81,2.95,0,,,,,
20150706:0656,96.83,351.17,24.64,12.27,3.1,0,,,,,
20150706:0756,157.84,545.15,33.9,13.72,3.9,0,,,,,
20150706:0856,210.62,727.86,42.94,15.18,4.69,0,,,,,
20150706:0956,189.05,657.55,51.17,16.63,5.49,0,,,,,
20150706:1056,111.54,394.42,57.6,17.57,5.57,0,,,,,
20150706:1156,51.37,192.58,60.78,18.5,5.66,0,,,,,
20150706:1256,80.07,290.55,59.59,19.44,5.74,0,,,,,
20150706:1356,48.18,182.92,54.49,19.93,5.9,0,,,,,
20150706:1456,74.1,271.14,46.95,20.42,6.06,0,,,,,
20150706:1556,73.89,270.75,38.19,20.91,6.22,0,,,,,
20150706:1656,79.75,293.11,28.98,20.58,6.03,0,,,,,
20150706:1756,33.76,135.8,19.77,20.24,5.83,0,,,,,
20150706:1856,12.67,61.1,10.93,19.9,5.64,0,,,,,
20150706:1956,1.24,13.46,2.79,18.92,5.31,0,,,,,
20150706:2056,0,0,0,17.94,4.99,0,,,,,
20150706:2156,0,0,0,16.97,4.66,0,,,,,
20150706:2256,0,0,0,16.52,4.61,0,,,,,
20150706:2356,0,0,0,16.07,4.56,0,,,,,
20150707:0056,0,0,0,15.62,4.51,0,,,,,
20150707:0156,0,0,0,15.41,4.45,0,,,,,
20150707:0256,0,0,0,15.19,4.38,0,,,,,
20150707:0356,0,0,0,14.98,4.32,0,,,,,
20150707:0456,2.08,17.39,6.9,15.17,4.61,0,,,,,
20150707:0556,0.38,8.4,15.46,15.36,4.91,0,,,,,
20150707:0656,4.19,26.66,24.53,15.55,5.2,0,,,,,
20150707:0756,131.59,458.05,33.8,15.94,5.27,0,,,,,
20150707:0856,167.65,580.91,42.84,16.33,5.35,0,,,,,
20150707:0956,51.11,190.3,51.06,16.72,5.42,0,,,,,
20150707:1056,73.87,266.63,57.49,17.04,5.76,0,,,,,
20150707:1156,138.41,485.18,60.68,17.37,6.1,0,,,,,
20150707:1256,282.09,993.97,59.5,17.69,6.44,0,,,,,
20150707:1356,262.16,915.95,54.41,18.27,7.27,0,,,,,
20150707:1456,216.1,748.79,46.89,18.86,8.11,0,,,,,
20150707:1556,172.7,599.53,38.14,19.44,8.94,0,,,,,
20150707:1656,109.96,397.3,28.92,18.7,8.57,0,,,,,
20150707:1756,46.19,203.12,19.72,17.95,8.2,0,,,,,
20150707:1856,7.3,41.48,10.87,17.2,7.83,0,,,,,
20150707:1956,1.42,14.21,2.73,16.16,7.41,0,,,,,
20150707:2056,0,0,0,15.12,6.99,0,,,,,
20150707:2156,0,0,0,14.08,6.57,0,,,,,
20150707:2256,0,0,0,13.59,6.69,0,,,,,
20150707:2356,0,0,0,13.11,6.82,0,,,,,
20150708:0056,0,0,0,12.62,6.95,0,,,,,
20150708:0156,0,0,0,12.75,6.62,0,,,,,
20150708:0256,0,0,0,12.87,6.29,0,,,,,
20150708:0356,0,0,0,12.99,5.96,0,,,,,
20150708:0456,7.45,39.28,6.79,13.22,5.71,0,,,,,
20150708:0556,23.31,96.44,15.35,13.45,5.45,0,,,,,
20150708:0656,54.05,198.65,24.43,13.68,5.2,0,,,,,
20150708:0756,71.06,253.83,33.69,14.35,5.69,0,,,,,
20150708:0856,62.89,227.6,42.73,15.03,6.18,0,,,,,
20150708:0956,65.14,235.68,50.95,15.7,6.68,0,,,,,
20150708:1056,99.94,351.96,57.37,16.1,6.68,0,,,,,
20150708:1156,109.86,386.01,60.57,16.51,6.69,0,,,,,
20150708:1256,118.92,417.18,59.4,16.91,6.69,0,,,,,
20150708:1356,148.63,517.83,54.33,17.25,6.85,0,,,,,
20150708:1456,131,457.66,46.82,17.59,7,0,,,,,
20150708:1556,111.01,390.68,38.08,17.93,7.16,0,,,,,
20150708:1656,58.68,216.4,28.87,17.61,6.95,0,,,,,
20150708:1756,35.05,138.32,19.66,17.28,6.74,0,,,,,
20150708:1856,13.38,61.94,10.81,16.95,6.52,0,,,,,
20150708:1956,0.18,7.06,2.66,15.99,5.71,0,,,,,
20150708:2056,0,0,0,15.03,4.9,0,,,,,
20150708:2156,0,0,0,14.07,4.08,0,,,,,
20150708:2256,0,0,0,13.44,4.02,0,,,,,
20150708:2356,0,0,0,12.81,3.96,0,,,,,
20150709:0056,0,0,0,12.18,3.9,0,,,,,
20150709:0156,0,0,0,11.56,3.54,0,,,,,
20150709:0256,0,0,0,10.94,3.19,0,,,,,
20150709:0356,0,0,0,10.32,2.83,0,,,,,
20150709:0456,6.96,37.1,6.68,10.63,2.89,0,,,,,
20150709:0556,33.98,158.92,15.24,10.93,2.95,0,,,,,
20150709:0656,98.34,355.54,24.32,11.24,3.01,0,,,,,
20150709:0756,162.98,562.31,33.58,12.33,3.2,0,,,,,
20150709:0856,216.58,751.38,42.62,13.43,3.39,0,,,,,
20150709:0956,256.23,903.36,50.83,14.52,3.59,0,,,,,
20150709:1056,275.7,994.43,57.25,15.61,2.97,0,,,,,
20150709:1156,281.03,1033.81,60.45,16.71,2.34,0,,,,,
20150709:1256,270.95,1009.5,59.3,17.8,1.72,0,,,,,
20150709:1356,248.77,912.49,54.25,18.48,2.06,0,,,,,
20150709:1456,214.6,774.6,46.75,19.16,2.39,0,,,,,
20150709:1556,166.55,596.83,38.02,19.84,2.72,0,,,,,
20150709:1656,106.4,394.18,28.81,19.83,2.67,0,,,,,
20150709:1756,44.38,199,19.59,19.81,2.62,0,,,,,
20150709:1856,13.86,65.02,10.74,19.79,2.57,0,,,,,
20150709:1956,1.16,12.98,2.58,18.04,2.52,0,,,,,
20150709:2056,0,0,0,16.28,2.48,0,,,,,
20150709:2156,0,0,0,14.53,2.44,0,,,,,
20150709:2256,0,0,0,13.99,2.44,0,,,,,
20150709:2356,0,0,0,13.45,2.43,0,,,,,
20150710:0056,0,0,0,12.91,2.43,0,,,,,
20150710:0156,0,0,0,12.25,2.16,0,,,,,
20150710:0256,0,0,0,11.58,1.89,0,,,,,
20150710:0356,0,0,0,10.91,1.61,0,,,,,
20150710:0456,6.36,34.97,6.56,11.65,1.64,0,,,,,
20150710:0556,31.51,149.73,15.12,12.39,1.66,0,,,,,
20150710:0656,91.67,337.32,24.2,13.14,1.68,0,,,,,
20150710:0756,132.77,466.76,33.47,15.09,2.4,0,,,,,
20150710:0856,202.36,713.88,42.5,17.03,3.11,0,,,,,
20150710:0956,238.63,853.6,50.71,18.98,3.82,0,,,,,
20150710:1056,265.56,964.3,57.13,20.16,3.98,0,,,,,
20150710:1156,274.79,1006.41,60.32,21.35,4.14,0,,,,,
20150710:1256,267.92,982.83,59.19,22.53,4.3,0,,,,,
20150710:1356,247.02,900.14,54.16,22.95,4.37,0,,,,,
20150710:1456,194.67,702.37,46.67,23.38,4.43,0,,,,,
20150710:1556,161.76,583.68,37.95,23.8,4.5,0,,,,,
20150710:1656,32.88,132.93,28.74,23.24,4.32,0,,,,,
20150710:1756,12.7,60.79,19.52,22.68,4.15,0,,,,,
20150710:1856,9.46,48.47,10.67,22.12,3.97,0,,,,,
20150710:1956,1.08,12.65,2.5,20.97,3.37,0,,,,,
20150710:2056,0,0,0,19.81,2.78,0,,,,,
20150710:2156,0,0,0,18.66,2.18,0,,,,,
20150710:2256,0,0,0,17.38,2.25,0,,,,,
20150710:2356,0,0,0,16.1,2.32,0,,,,,
20150711:0056,0,0,0,14.81,2.39,0,,,,,
20150711:0156,0,0,0,14.33,2.46,0,,,,,
20150711:0256,0,0,0,13.85,2.54,0,,,,,
20150711:0356,0,0,0,13.37,2.62,0,,,,,
20150711:0456,6.32,35.06,6.44,13.81,2.86,0,,,,,
20150711:0556,31.42,150.66,15,14.25,3.09,0,,,,,
20150711:0656,65.41,239.96,24.09,14.69,3.32,0,,,,,
20150711:0756,155.24,541.37,33.35,15.66,3.93,0,,,,,
20150711:0856,96.49,342.2,42.38,16.64,4.53,0,,,,,
20150711:0956,174.47,610.8,50.59,17.62,5.13,0,,,,,
20150711:1056,228.89,812.06,57,18.69,4.97,0,,,,,
20150711:1156,280.32,1012.54,60.19,19.75,4.82,0,,,,,
20150711:1256,272.63,988.95,59.07,20.82,4.66,0,,,,,
20150711:1356,231.52,827.47,54.06,20.99,5.19,0,,,,,
20150711:1456,149.21,529.88,46.59,21.17,5.72,0,,,,,
20150711:1556,109.41,392.06,37.87,21.34,6.25,0,,,,,
20150711:1656,93.72,344,28.66,20.83,6.11,0,,,,,
20150711:1756,35.85,144.13,19.45,20.31,5.96,0,,,,,
20150711:1856,3.31,23.31,10.58,19.79,5.82,0,,,,,
20150711:1956,0.49,9.19,2.41,18.77,5.36,0,,,,,
20150711:2056,0,0,0,17.75,4.9,0,,,,,
20150711:2156,0,0,0,16.73,4.44,0,,,,,
20150711:2256,0,0,0,16.17,4.08,0,,,,,
20150711:2356,0,0,0,15.62,3.72,0,,,,,
20150712:0056,0,0,0,15.06,3.37,0,,,,,
20150712:0156,0,0,0,14.87,3.77,0,,,,,
20150712:0256,0,0,0,14.67,4.17,0,,,,,
20150712:0356,0,0,0,14.48,4.57,0,,,,,
20150712:0456,3.1,21.94,6.31,14.65,4.69,0,,,,,
20150712:0556,27.07,112.76,14.88,14.81,4.8,0,,,,,
20150712:0656,54.16,200.56,23.97,14.98,4.92,0,,,,,
20150712:0756,52.15,192.76,33.23,15.69,5.66,0,,,,,
20150712:0856,37.09,143.05,42.26,16.41,6.39,0,,,,,
20150712:0956,87.63,311.83,50.46,17.12,7.12,0,,,,,
20150712:1056,205.97,714.97,56.86,17.17,7.05,0,,,,,
20150712:1156,123.76,433.75,60.06,17.23,6.98,0,,,,,
20150712:1256,279.08,976.86,58.95,17.28,6.91,0,,,,,
20150712:1356,235.39,820.46,53.95,17.97,6.91,0,,,,,
20150712:1456,188.01,654.18,46.5,18.66,6.92,0,,,,,
20150712:1556,151.83,531.51,37.79,19.35,6.92,0,,,,,
20150712:1656,65.27,240.62,28.58,19.04,6.42,0,,,,,
20150712:1756,34.1,136.42,19.37,18.72,5.91,0,,,,,
20150712:1856,11.46,55.21,10.5,18.41,5.41,0,,,,,
20150712:1956,0.84,11.23,2.32,17.62,5.18,0,,,,,
20150712:2056,0,0,0,16.83,4.95,0,,,,,
20150712:2156,0,0,0,16.05,4.72,0,,,,,
20150712:2256,0,0,0,15.76,4.41,0,,,,,
20150712:2356,0,0,0,15.47,4.11,0,,,,,
20150713:0056,0,0,0,15.17,3.81,0,,,,,
20150713:0156,0,0,0,15.1,3.49,0,,,,,
20150713:0256,0,0,0,15.03,3.16,0,,,,,
20150713:0356,0,0,0,14.96,2.84,0,,,,,
20150713:0456,6.09,34.3,6.18,14.85,2.92,0,,,,,
20150713:0556,0.79,10.83,14.75,14.74,3,0,,,,,
20150713:0656,30.25,119.56,23.84,14.64,3.08,0,,,,,
20150713:0756,33.39,130.13,33.1,14.9,3.67,0,,,,,
20150713:0856,36.97,142.18,42.13,15.16,4.26,0,,,,,
20150713:0956,54.12,199.38,50.32,15.42,4.86,0,,,,,
20150713:1056,63.7,231.87,56.72,16.11,5.08,0,,,,,
20150713:1156,72.79,262.97,59.91,16.8,5.3,0,,,,,
20150713:1256,73.28,265.3,58.82,17.49,5.52,0,,,,,
20150713:1356,84.18,301.76,53.84,17.91,6.64,0,,,,,
20150713:1456,82.23,294.98,46.4,18.34,7.76,0,,,,,
20150713:1556,59.2,218.25,37.7,18.76,8.88,0,,,,,
20150713:1656,54.44,202.74,28.5,18.52,8.22,0,,,,,
20150713:1756,29.11,117.86,19.28,18.27,7.56,0,,,,,
20150713:1856,12.34,58.36,10.4,18.03,6.9,0,,,,,
20150713:1956,0.7,10.42,2.22,17.61,6.42,0,,,,,
20150713:2056,0,0,0,17.19,5.94,0,,,,,
20150713:2156,0,0,0,16.77,5.46,0,,,,,
20150713:2256,0,0,0,16.5,5.24,0,,,,,
20150713:2356,0,0,0,16.23,5.01,0,,,,,
20150714:0056,0,0,0,15.96,4.79,0,,,,,
20150714:0156,0,0,0,15.81,4.69,0,,,,,
20150714:0256,0,0,0,15.65,4.58,0,,,,,
20150714:0356,0,0,0,15.49,4.48,0,,,,,
20150714:0456,3.29,22.84,6.04,15.52,4.24,0,,,,,
20150714:0556,21.47,91.25,14.62,15.55,4,0,,,,,
20150714:0656,48.1,180.73,23.71,15.59,3.77,0,,,,,
20150714:0756,35.88,139.31,32.97,16.34,3.73,0,,,,,
20150714:0856,45.93,173.69,42,17.1,3.7,0,,,,,
20150714:0956,48.06,181.46,50.18,17.86,3.67,0,,,,,
20150714:1056,61.84,228.7,56.57,18.38,3.49,0,,,,,
20150714:1156,73.02,267.51,59.77,18.9,3.32,0,,,,,
20150714:1256,89.93,326.49,58.68,19.42,3.14,0,,,,,
20150714:1356,114.18,410.09,53.73,19.84,3.7,0,,,,,
20150714:1456,104.11,374.57,46.3,20.26,4.25,0,,,,,
20150714:1556,40.62,157.96,37.61,20.67,4.8,0,,,,,
20150714:1656,38.75,151.37,28.41,20.08,3.96,0,,,,,
20150714:1756,16.65,74.39,19.18,19.48,3.13,0,,,,,
20150714:1856,10.21,50.75,10.31,18.89,2.29,0,,,,,
20150714:1956,0.61,9.9,2.11,18.34,2.48,0,,,,,
20150714:2056,0,0,0,17.8,2.67,0,,,,,
20150714:2156,0,0,0,17.25,2.86,0,,,,,
20150714:2256,0,0,0,17.04,2.74,0,,,,,
20150714:2356,0,0,0,16.83,2.62,0,,,,,
20150715:0056,0,0,0,16.62,2.5,0,,,,,
20150715:0156,0,0,0,16.47,2.41,0,,,,,
20150715:0256,0,0,0,16.32,2.33,0,,,,,
20150715:0356,0,0,0,16.17,2.25,0,,,,,
20150715:0456,5.06,30.32,5.91,16.08,2.68,0,,,,,
20150715:0556,13.81,63.29,14.49,15.99,3.11,0,,,,,
20150715:0656,32.39,127.4,23.58,15.91,3.54,0,,,,,
20150715:0756,70.88,256.26,32.84,15.99,3.54,0,,,,,
20150715:0856,100.34,355.36,41.86,16.08,3.54,0,,,,,
20150715:0956,151.11,530.29,50.04,16.17,3.54,0,,,,,
20150715:1056,162.88,576.39,56.42,17.11,3.29,0,,,,,
20150715:1156,166.48,593.62,59.61,18.04,3.03,0,,,,,
20150715:1256,171.23,614.7,58.54,18.98,2.77,0,,,,,
20150715:1356,143.88,517.95,53.6,19.63,2.48,0,,,,,
20150715:1456,107,388.4,46.19,20.28,2.18,0,,,,,
20150715:1556,87.79,322.41,37.51,20.92,1.89,0,,,,,
20150715:1656,46.41,178.87,28.31,20.78,2.11,0,,,,,
20150715:1756,11.09,54.38,19.09,20.63,2.33,0,,,,,
20150715:1856,7.3,39.85,10.2,20.48,2.55,0,,,,,
20150715:1956,0.4,8.62,1.99,18.99,2.84,0,,,,,
20150715:2056,0,0,0,17.49,3.13,0,,,,,
20150715:2156,0,0,0,16,3.42,0,,,,,
20150715:2256,0,0,0,15.27,3.23,0,,,,,
20150715:2356,0,0,0,14.54,3.04,0,,,,,
20150716:0056,0,0,0,13.81,2.86,0,,,,,
20150716:0156,0,0,0,13.29,2.76,0,,,,,
20150716:0256,0,0,0,12.76,2.67,0,,,,,
20150716:0356,0,0,0,12.23,2.58,0,,,,,
20150716:0456,4.98,29.61,5.76,12.71,2.68,0,,,,,
20150716:0556,25.54,106.24,14.35,13.19,2.77,0,,,,,
20150716:0656,44.43,167.01,23.45,13.67,2.87,0,,,,,
20150716:0756,51.9,192.29,32.71,15.34,3.56,0,,,,,
20150716:0856,48.29,181.41,41.72,17.02,4.26,0,,,,,
20150716:0956,46.88,177.77,49.89,18.69,4.95,0,,,,,
20150716:1056,105.02,377.07,56.26,19.9,4.87,0,,,,,
